Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
610159,Der Richter und sein Henker,Friedrich Dürrenmatt,"Dürrenmatt, Friedrich",,"=""3257225350""","=""9783257225358""",5,3.70,Diogenes,Paperback,182,2001,1951,2015/07/12,2015/07/12,,,read,"In Dürrenmatts erstem Krimi laufen 2 Geschichten ineinander: Einerseits der Mordfall Schmied, bei der ein Polizeileutnant der Stadt Bern oberhalb von Twann ermordet wird, andererseits der 40 Jahre dauernde Kampf zwischen Kommissar Bärlach und dem Verbrecher Gastmann. In Dürrenmatts trefflicher Beschreibung der Stadt Bern und der Bielerseeregion geht es nur vordergründlich um einen Krimi. Die Jagd nach dem Mörder entfällt, da Bärlach bereits zu Beginn nur darauf wartet, dass der Mörder die Beweise seiner Schuld selber erbringen wird. So rückt die Hintergrundgeschichte alsbald in den Vordergrund und man wartet als Leser gespannt auf eine Lösung, die beiden Handlungssträngen gerecht wird. Gut, Böse, Richter, Henker - all dies kommt am Ende zusammen und sprengt die Erwartungen an einen Krimi. ",,,1,0
44128595,Building Git,James Coglan,"Coglan, James",,"=""""","=""""",0,4.74,,ebook,708,2019,2019,,2024/01/23,to-read,to-read (#125),to-read,,,,0,0
25458012,Managing Agile Open-Source Software Projects with Visual Studio Online (Developer Reference),Brian Blackman,"Blackman, Brian",,"=""""","=""""",1,3.71,Microsoft Press,Kindle Edition,154,2015,2015,2016/02/15,2023/06/28,,,read,"This small book tries to explain how Visual Studio Online can help you with your project. That service is complex and the book is thin – not the best combination you can imagine. Too much isn’t covered, and what is covered has changed a lot – or is in a part that is simply unanswered.<br/><br/>The big question I have after reading the book is what the Open-Source part of the title is all about. Yes, you can manage an Open-Source project on this service. But how is this different from any other project? There isn’t any comparison to other well-known services like GitHub nor does it address any problem like the number of licences you will need. <br/><br/>The book gives a good overview on Visual Studio Online, but don’t read it if you are interested about the Open-Source part of the title.",,,1,0
1796959,Einführung in Systemtheorie und Konstruktivismus,Fritz B. Simon,"Simon, Fritz B.",,"=""3896705474""","=""9783896705471""",3,3.89,Carl-Auer Verlag,,,,2007,2023/12/28,2023/06/08,,,read,"Hat einige gute Punkte, ist allerdings wirklich nur Einführung bei der man weitere Bücher lesen muss um damit etwas anfangen zu können. ",,,1,0
781559,Implementation Patterns,Kent Beck,"Beck, Kent",,"=""0321413091""","=""9780321413093""",2,3.61,Addison-Wesley Professional,Paperback,176,2007,2006,2023/12/21,2016/01/17,,,read,"A disappointing book for me. The first three chapters are great. Here we can tap into the great knowledge of Kent Beck and get many useful insights. The rest of the book, where it goes about doing the work, is too shallow. It only helps you if you are already familiar with the topics and otherwise you only get some basic keywords you can use to try to understand what it is about somewhere else.",,,1,0
56850130,Think Bayes: Bayesian Statistics in Python,Allen B. Downey,"Downey, Allen B.",,"=""149208946X""","=""9781492089469""",3,3.93,O'Reilly Media,Paperback,335,2021,2012,2023/11/02,2023/10/01,,,read,You can download the book for free from the website of the author and get the Jupyter Notebooks with the code samples. <br/><br/>I preferred the Notebooks much more than the book itself. The book covers too many topics at a too shallow level. <br/>,,,1,0
60912271,Free Your Inner Nonfiction Writer,Johanna Rothman,"Rothman, Johanna",,"=""""","=""""",0,4.19,,ebook,,,,,2023/10/31,to-read,to-read (#124),to-read,,,,0,0
75349012,Creating Software with Modern Diagramming Techniques,Ashley Peacock,"Peacock, Ashley",,"=""""","=""9781680509830""",0,3.90,The Pragmatic Programmers,ebook,150,2023,,,2023/10/31,to-read,to-read (#123),to-read,,,,0,0
33832297,Web Performance in Action,Jeremy  Wagner,"Wagner, Jeremy",,"=""""","=""""",3,4.11,Manning,Paperback,376,2016,,2023/08/21,2018/07/15,,,read,"The book now feels dated, even when many of the explained solutions still works and help you to improve the performance of your web application.",,,1,0
59206124,Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data,Nathan George,"George, Nathan",,"=""1801071977""","=""9781801071970""",2,2.67,Packt Publishing,Paperback,620,2021,,2023/10/02,2023/03/01,,,read,"For me the book was too broad and too shallow to understand many of the covered topics. A more focused definition of Data Science and a selection of only a handful of topics would have been more useful. As it is, the book gives you keywords, that you have to explore on your own to understand what the topics is about and how to apply it to your problem.",,,1,0
58230359,Head First Git: A Learner's Guide to Understanding Git from the Inside Out,Raju Gandhi,"Gandhi, Raju",,"=""1492092517""","=""9781492092513""",5,4.24,O'Reilly Media,Paperback,506,2022,,2023/09/14,2023/07/26,,,read,"A very good and detailed guide to Git. It not only coves the basic commands, but it explains the inner workings of Git at a level that you can easily follow. The book is also a great help if you want to know what changed in Git and learn about the new commands you can use.",,,1,0
123275122,"Books to be Written: A non-fictions author's how-to guide to writing, publishing and marketing",Allan Kelly,"Kelly, Allan",Allan Kelly,"=""1912832208""","=""9781912832200""",5,4.83,Software Strategy Ltd.,Kindle Edition,374,2023,,2023/08/06,2023/05/14,,,read,"If you think about writing a book, then this book is a must-read. Allan does a great job in answering your questions and shows you what other things you must be aware of to get your book over the finish line. I especially appreciated that Allan tells you where he has only limited knowledge and where you should make your own experiments or search for help elsewhere.",,,1,0
63203372,Coded History: My Life of New Beginnings,Barry Dwolatzky,"Dwolatzky, Barry",,"=""""","=""""",4,4.67,,Kindle Edition,400,2022,,2023/10/07,2023/05/23,,,read,"The book offers an interesting view not only into the life of Barry Dwolatzky, but also into the politics of South Africa and the end of the Apartheid regime. You get an nice mix of covert operations, technology and anecdotes of Barry.",,,1,0
22514445,Software Development Metrics,Dave Nicolette,"Nicolette, Dave",,"=""1617291358""","=""9781617291357""",2,3.62,Manning,Paperback,192,2015,2014,2023/10/16,2018/07/15,,,read,"The book explains nearly every possible metric you can come up with to measure the progress of a software project. The author not only explains how this metric can be used successfully, but he also explains in great detail how this measurement could be misused and prevent the benefits it could have. <br/><br/>Unfortunately, the book is not much more than a long catalogue of metrics. I had hoped for a more problem / solution guidance and more details on how to measure the data for the metric.<br/>",,,1,0
51863687,Software Testing: An ISTQB-BCS Certified Tester Foundation guide - 4th edition,Brian Hambling,"Hambling, Brian","Peter     Morgan, Angelina Samaroo, Geoff Thompson, Peter    Williams","=""""","=""""",1,4.00,"BCS, The Chartered Institute for IT",Kindle Edition,225,2019,,2023/07/23,2023/07/07,,,read,I found the terminology somewhat useful. But at the end I only feel sorry for anyone who has to take a test that uses this book as its official training material.,,,1,0
58218464,Learning Test-Driven Development: A Polyglot Guide to Writing Uncluttered Code,Saleem Siddiqui,"Siddiqui, Saleem",,"=""1098106474""","=""9781098106478""",1,3.29,O'Reilly Media,Paperback,277,2021,,2023/07/18,2023/07/07,,,read,"It could have been THE book for a TDD introduction, but unfortunately the author had the stupid idea of covering 3 languages at once. Not only do they change in the order with each chapter (one it is JavaScript, Go, Python, then it is Python, Go, JavaScript) but you also need to read all 3 languages to not miss anything important. However, even with chapters dedicated to only one language, the author misses the chance to explain the programming-language specific tooling that could help you with TDD. <br/><br/>Unless you try to learn Go, JavaScript, and Python at the same time you try to learn TDD, this book will be no use to you.<br/>",,,1,0
58882047,Blazor in Action,Chris Sainty,"Sainty, Chris",,"=""1617298646""","=""9781617298646""",3,4.23,Manning,Paperback,380,2022,,2023/07/06,2022/06/11,,,read,"A good introduction to Blazor. I hoped for more practical advice on how to handle the shortcomings of Blazor, like SEO.",,,1,0
63202952,"Pragmatic Test-Driven Development in C# and .NET: Write loosely coupled, documented, and high-quality code with DDD using familiar tools and libraries",Adam Tibi,"Tibi, Adam",,"=""1803230193""","=""9781803230191""",1,3.88,Packt Publishing,Paperback,372,2022,,2023/06/23,2023/06/12,,,read,"The author sets himself up for a failure right at the beginning of the book by claiming that TDD is usually combined with Domain-Driven Design (DDD), and he is going to cover both topics. TDD alone would fill a book and DDD is an even bigger topic. Unfortunately for the readers, we get from both parts a bit and from nothing enough to be useful.<br/><br/>The author loves abbreviations and acronyms, explaining them is not his strength. If you find yourself in front of an abbreviation that you have no clue about, keep reading. To get the definition of WFA you may need to read up to chapter 6, even when you start building it in chapter 3. The explanation for the prefix Uqs in the project names follows in chapter 7. Such things should be found by a copy-editor and get fixed before the book gets published.<br/><br/>The FAQ section for TDD is useless. Is there a difference between Agile Scrum and Scrum, Agile Kanban and Kanban or Agile XP and XP? Prefixing everything with Agile when you write about agile methodologies is pointless. The other answers are not better and will not tell you anything if you did not already have prior knowledge.<br/><br/>Sintegration tests is a term I never heard before. It has nothing to do with the company of the same name and after reading the book, it looks for me it is just a unit test for a bigger unit. Why the author needed a new name for what was known as outside-in-testing remains unknown.<br/><br/>One of the main problems of the book is that the author wants to cover too much in a chapter. The best example for that is the chapter on FIRSTHAND, where he writes about naming conventions, code coverage, extensions for Visual Studio, test frameworks, practices, offers a solution to freeze time and many, many more things. Other authors use FAST to define the important aspects of TDD tests and give the readers a chance to remember what the F stands for when they get to the T. <br/><br/>The DDD adventure starts in part 2. The explanation of DDD is shallow, uses the same example of a 5£ note everyone else does and fails to understand that the ubiquitous language is much more than the business language. The code examples end up with the usual mix of domain terms followed by a *Service or *Repository suffix and are full of primitive data types – as if the string and the int are the pinnacles of the ubiquitous language. <br/><br/>The applications that the author builds with DDD either have no tests (as in chapter 7) or the testing starts when there is already a lot of code around (chapter 8, 9 and 10). There would be challenging aspects in the user stories he picks, but the implementation with TDD always stops right before it gets interesting. Some of those challenges would show why it is a bad idea to use the discouraged Entity Framework In-Memory provider.<br/><br/>After many more repetitions that this book is only about testing the backend, we finally reach part 3. The chapter on GitHub Actions is not bad, even when it takes too much space in a book on TDD. The excursion into brownfield projects was the most useless part of the whole book. Nice diagrams show the questions you should ask, but if you look closer, you only get the consultants favourite answer of “it depends”. All that interweaved with the strawman argument that you cannot introduce unit testing because you have no safety net to make changes (then how do you keep changing the application to introduce new features?). The final chapter on the rollout of TDD had some good insights, but it came too late to save the book.<br/><br/>If you are interested in TDD, buy any other book on TDD. <br/><br/>",,,1,0
68360,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""0330491229""","=""9780330491228""",2,3.96,Picador,Paperback,230,2002,1992,2016/10/09,2016/09/20,,,read,"A disappointing final book on the journey of Arthur Dent. Better than part 4, but so far away from the first part that wishes it would have ended earlier. The end is sad but somehow a relieve that this story now is finally over.  ",true,,1,0
43359209,Hands-On Big Data Modeling: Effective database design techniques for data architects and business intelligence professionals,James Lee,"Lee, James","Tao Wei, Suresh Kumar Mukhiya","=""1788626087""","=""9781788626088""",1,3.71,Packt Publishing,Kindle Edition,308,2018,,2023/06/11,2023/05/28,,,read,The book introduces so many tools that it lacks the pages to explain big data modelling in a useful way. That part of the book is far too short and offers next to no strategies to handle the various (technical) conflicts one may run into.<br/><br/>,,,1,0
49588832,"Flask Framework Cookbook: Over 80 proven recipes and techniques for Python web development with Flask, 2nd Edition",Shalabh Aggarwal,"Aggarwal, Shalabh",,"=""1789953162""","=""9781789953169""",1,3.25,Packt Publishing,Kindle Edition,302,2019,,2023/06/11,2023/05/28,,,read,"Half the recipes are part of any halfway usable introduction to Flask and should be known to the reader already. The 5 recipes I found interesting where so short that you have absolutely no chance to learn anything from the book. <br/><br/>Instead of wasting time with Kubernetes, server-less applications, or the 10th variation to deploy Flask, focusing on the topics that are not part of every tutorial would have made this a good book. But as it is, the book is a total waste of time.",,,1,0
63241171,"Learn Enough Python to Be Dangerous: Software Development, Flask Web Apps, and Beginning Data Science with Python",Michael Hartl,"Hartl, Michael",,"=""0138050953""","=""9780138050955""",2,3.89,Addison-Wesley Professional,Paperback,448,2023,,2023/06/11,2023/05/28,,,read,Parts of the book are refreshingly unconventional and improve the learning experience a lot. Other parts try to cover far too much content and only deliver on the dangerously enough promise.,,,1,0
11183846,Einführung In Die Systemtheorie Des Konflikts,Fritz B. Simon,"Simon, Fritz B.",,"=""3896707469""","=""9783896707468""",0,3.14,Auer-System-Verlag Carl -,Paperback,126,2018,2010,,2023/06/08,to-read,to-read (#121),to-read,,,,0,0
35699060,Architecting Modern Web Applications with ASP.NET Core and Azure,Steve Smith,"Smith, Steve",,"=""""","=""""",1,3.57,Microsoft Corporation,ebook,113,2017,,2023/06/03,2023/05/23,,,read,I got this book recommended as part of a workshop to learn more about what Microsoft suggests on architecture for .Net applications. I have no clue how that should be possible. Most topics are covered so shallowly that they are nothing more than a collection of buzzwords. The chapters with a bit more substance stay so general that they do not offer much help either. Complete waste of time. ,,,1,0
